Name,Site_EPA_ID,Listing_Date,Site_Score,City,State,Latitude,Longitude
Annapolis Lead Mine,MO0000958611,20040722,56.67,Annapolis,MO,37.355556,-90.675
Pike Hill Copper Mine,VTD988366720,20040722,50.00,Corinth,VT,44.057333,-72.306917
Atlantic Fleet Weapons Training Area - Vieques,PRN000204694,20050211,,Vieques,PR,18.13058,-65.3106
Hopewell Precision Area Contamination,NYD066813064,20050427,50.00,Hopewell Junction,NY,41.6116,-73.781481
Commerce Street Plume,VTD098352545,20050427,48.48,Williston,VT,44.452583,-73.121389
Price Battery,PAN000305679,20050427,37.86,Hamburg,PA,40.549507,-75.980228
Safety Light Corporation,PAD987295276,20050427,70.71,Bloomsburg,PA,41.015278,-76.376389
Brewer Gold Mine,SCD987577913,20050427,50.00,Jefferson,SC,34.652194,-80.411472
Sigmon's Septic Tank Service,NCD062555792,20050427,30.03,Statesville,NC,35.713611,-80.974583
Smalley-Piper,TNN000407378,20050427,50.00,Collierville,TN,35.044444,-89.685833
Copley Square Plaza,OH0000563122,20050427,50.00,Copley,OH,41.092839,-81.617472
Hegeler Zinc,ILN000508134,20050427,50.00,Danville,IL,40.076322,-87.650092
Parkview Well,NEN000704456,20060419,50.00,Grand Island,NE,40.895833,-98.365
Klau/Buena Vista Mine,CA1141190578,20060419,50.00,Paso Robles,CA,35.6259,-120.8967
Pesticide Warehouse I,PRD987367349,20060927,50.00,Arecibo,PR,18.435556,-66.6
Chlor-Alkali Facility (Former),NHN000103313,20050914,30.54,Berlin,NH,44.479194,-71.167194
Jackson Ceramix,PAD001222025,20050914,30.22,Falls Creek,PA,41.139167,-78.801944
Blue Ridge Plating Company,NCD044447589,20050914,38.67,Arden,NC,35.462372,-82.528358
Peach Orchard Road PCE Ground Water Plume,GAN000407449,20050914,50.00,Augusta,GA,33.421178,-82.015139
Sandy Beach Road Ground Water Plume,TXN000605649,20050914,50.00,Azle,TX,32.928472,-97.525
Garvey Elevator,NEN000704351,20050914,50.00,Hastings,NE,40.563611,-98.415556
Standard Mine,CO0002378230,20050914,50.00,Gunnison National Forest,CO,38.879167,-107.07389
Olin Chemical,MAD001403104,20060419,50.00,Wilmington,MA,42.528056,-71.153889
Alternate Energy Resources,GAD033582461,20060419,50.00,Augusta,GA,33.454194,-82.036944
Lake Calumet Cluster,ILD000716852,20100304,30.00,Chicago,IL,41.679444,-87.568889
West Highway 6 & Highway 281,NEN000704738,20060419,50.00,Hastings,NE,40.5712,-98.4095
Quendall Terminals,WAD980639215,20060419,50.00,Renton,WA,47.533333,-122.2
Sherwin-Williams/Hilliards Creek,NJD980417976,20080319,50.00,Gibbsboro,NJ,39.835526,-74.964977
"Matteo & Sons, Inc.",NJD011770013,20060927,50.00,Thorofare,NJ,39.854722,-75.168306
Maunabo Area Ground Water Contamination,PRN000205831,20060927,50.00,Maunabo,PR,18.005611,-65.901417
ASARCO Taylor Springs,ILN000508170,20060927,30.00,Taylor Springs,IL,39.118677,-89.505458
Ringwood Mines/Landfill,NJD980529739,19830908,52.58,Ringwood Borough,NJ,41.136669,-74.2725
Sonford Products,MSD086556388,20070307,31.66,Flowood,MS,32.29251,-90.14222
Elm Street Ground Water Contamination,INN000509938,20070307,50.00,Terre Haute,IN,39.476586,-87.414319
South Minneapolis Residential Soil Contamination,MNN000509136,20070919,44.58,Minneapolis,MN,44.9528,-93.2427
East 67th Street Ground Water Plume,TXN000606614,20070307,50.00,Odessa,TX,31.908611,-102.385833
Bandera Road Ground Water Plume,TXN000606565,20070307,50.00,Leon Valley,TX,29.494433,-98.6205
Lockheed West Seattle,WAN001002655,20070307,50.00,Seattle,WA,47.583889,-122.3625
Eagle Zinc Co Div T L Diamond,ILD980606941,20070919,50.00,Hillsboro,IL,39.161167,-89.476417
Eagle Picher Carefree Battery,NMD001829506,20070919,50.00,Socorro,NM,34.099517,-106.901239
Five Points PCE Plume,UTN000802654,20070919,50.00,Woods Cross,UT,40.874583,-111.887028
Halaco Engineering Company,CAD009688052,20070919,58.31,Oxnard,CA,34.138889,-119.181944
Formosa Mine,ORN001002616,20070919,50.00,Riddle,OR,42.854472,-123.382611
Hidden Lane Landfill,VAD980829030,20080319,50.00,Sterling,VA,39.056131,-77.424175
Lusher Street Ground Water Contamination,IND982073785,20080319,50.00,Elkhart,IN,41.672922,-85.996225
"Plating, Inc.",KSD065735912,20080319,50.00,Great Bend,KS,38.346542,-98.84946
East Troy Contaminated Aquifer,OHSFN0507962,20080903,50.00,Troy,OH,40.0381,-84.1961
Washington County Lead District - Old Mines,MON000705027,20080319,76.81,Old Mines,MO,38.075278,-90.738333
Washington County Lead District - Potosi,MON000705023,20080319,50.00,Potosi,MO,37.9399,-90.7724
Washington County Lead District - Richwoods,MON000705032,20080319,76.81,Richwoods,MO,38.16615,-90.814264
Chem-Fab,PAD002323848,20080319,50.00,Doylestown,PA,40.315958,-75.136003
San German Ground Water Contamination,PRN000205957,20080319,50.00,San German,PR,18.084472,-67.035306
Donna Reservoir and Canal System,TX0000605363,20080319,50.00,Donna,TX,26.112286,-98.086469
Midessa Ground Water Plume,TXN000606668,20080319,50.00,Odessa,TX,31.90635,-102.233669
San Jacinto River Waste Pits,TXN000606611,20080319,50.00,Channelview,TX,29.7944,-95.0625
Aberdeen Contaminated Ground Water,NCN000407447,20080903,50.00,Aberdeen,NC,35.1224,-79.4025
Flash Cleaners,FLD083111005,20080903,50.00,Pompano Beach,FL,26.2824,-80.0969
North East 2nd Street (formerly Attebury Grain Storage Facility),TXN000606760,20090409,32.33,Happy,TX,34.745,-101.853333
Old ESCO Manufacturing,TXD980513808,20080903,40.81,Greenville,TX,33.1383,-96.0755
Nelson Tunnel/Commodore Waste Rock,CON000802630,20080903,48.03,Creede,CO,37.870833,-106.94
Iron King Mine - Humboldt Smelter,AZ0000309013,20080903,52.69,Dewey-Humboldt,AZ,34.5,-112.25
"Curtis Specialty Papers, Inc.",NJD057143984,20090923,50.00,Milford,NJ,40.561758,-75.089842
BoRit Asbestos,PAD981034887,20090409,50.00,Ambler,PA,40.153472,-75.228625
Fort Detrick Area B Ground Water,MDD985397249,20090409,49.52,Fort Detrick,MD,39.434442,-77.446769
Arkla Terra Property,FLSFN0406909,20090409,50.00,Thonotosassa,FL,28.057778,-82.3175
Barite Hill/Nevada Goldfields,SCN000407714,20090409,50.00,McCormick,SC,33.87309,-82.30067
Raleigh Street Dump,FLD984227249,20090409,50.00,Tampa,FL,27.914417,-82.410861
Behr Dayton Thermal System VOC Plume,OHN000510164,20090409,50.00,Dayton,OH,39.784444,-84.179444
New Carlisle Landfill,OHN000509238,20090409,46.40,New Carlisle,OH,39.923333,-84.033694
"U.S. Smelter and Lead Refinery, Inc.",IND047030226,20090409,58.31,East Chicago,IN,41.616758,-87.464046
U.S. Magnesium,UTN000802704,20091104,59.18,Tooele County,UT,40.914993,-112.719949
"Rockets, Fireworks, and Flares (RFF)",CAN000905945,20090923,50.00,Rialto,CA,34.153683,-117.416567
Gowanus Canal,NYN000206222,20100304,50.00,Brooklyn,NY,40.681639,-73.987333
"Papelera Puertorriquena, Inc.",PRD090290685,20090923,34.69,Utuado,PR,18.265194,-66.694908
Raritan Bay Slag,NJN000206276,20091104,50.00,"Old Bridge Township, Sayreville",NJ,40.464589,-74.258017
Peck Iron and Metal,VAN000306115,20091104,48.52,Portsmouth,VA,36.809464,-76.308822
General Dynamics Longwood,FLR000091322,20100929,50.00,Longwood,FL,28.71662,-81.32122
GMH Electronics,NCN000410161,20090923,50.00,Roxboro,NC,36.416722,-78.941625
Ore Knob Mine,NCN000409895,20090923,50.00,Ashe County,NC,36.410011,-81.324606
Amcast Industrial Corporation,WIN000510210,20090923,46.86,Cedarburg,WI,43.288444,-87.982056
Lane Street Ground Water Contamination,INN000510229,20090923,40.53,Elkhart,IN,41.716847,-85.921006
Little Scioto River,OHN000509950,20090923,48.03,Marion Township,OH,40.593061,-83.183461
Southwest Jefferson County Mining,MON000705443,20090923,70.71,Jefferson County,MO,38.186794,-90.758975
Flat Creek IMM,MT0012694970,20090923,51.33,Superior,MT,47.240278,-114.852778
JJ Seifert Machine,FLN000410232,20100304,50.00,Ruskin,FL,27.678611,-82.477778
Kerr-McGee Chemical Corp - Jacksonville,FLD039049101,20100304,70.71,Jacksonville,FL,30.3442,-81.6265
Kerr-McGee Chemical Corp - Navassa,NCD980557805,20100304,50.00,Navassa,NC,34.247222,-77.999028
Chemetco,ILD048843809,20100304,30.00,Hartford,IL,38.799,-90.098
Gratiot County Golf Course,MIN000510389,20100304,29.54,St. Louis,MI,43.415842,-84.623247
Van der Horst USA Corporation,TXD007357932,20100304,48.00,Terrell,TX,32.734167,-96.273889
Black Butte Mine,OR0000515759,20100304,50.00,Cottage Grove,OR,43.579516,-123.066808
Salt Chuck Mine,AK0001897602,20100304,50.00,Thorne Bay,AK,55.626442,-132.558853
Newtown Creek,NYN000206282,20100929,50.00,"Brooklyn, Queens",NY,40.715192,-73.930762
Black River PCBs,NYN000206296,20100929,48.03,Town of Champion,NY,43.984269,-75.627753
Dewey Loeffel Landfill,NYD000512335,20110310,50.00,Nassau,NY,42.560957,-73.560496
Sanford Dry Cleaners,FLD032728032,20100929,50.00,Sanford,FL,28.811217,-81.265606
Smokey Mountain Smelters,TND098071061,20100929,50.00,Knoxville,TN,35.919444,-83.925833
Wright Chemical Corporation,NCD024766719,20110310,48.03,Riegelwood,NC,34.3284,-78.2051
Ten-Mile Drain,MIN000510063,20100929,48.88,St. Clair Shores,MI,42.486944,-82.899167
Vienna Wells,MON000705803,20100929,50.00,Vienna,MO,38.189597,-91.944158
ACM Smelter and Refinery,MTD093291599,20110310,54.26,Black Eagle,MT,47.528603,-111.246467
Mansfield Trail Dump,NJN000206345,20110310,50.00,Byram,NJ,40.9289443,-74.6995999
Cabo Rojo Ground Water Contamination,PRN000206319,20110310,50.00,Cabo Rojo,PR,18.090725,-67.148325
Hormigas Ground Water Plume,PRN000206359,20110310,50.00,Caguas,PR,18.2206,-66.101
Dwyer Property Ground Water Plume,MDD985366756,20110310,50.00,Elkton,MD,39.612007,-75.844474
Armstrong World Industries,GAN000410033,20110916,50.00,Macon,GA,32.773497,-83.6516
Horton Iron and Metal,NCN000407480,20110916,48.03,Wilmington,NC,34.26665,-77.954083
Milford Contaminated Aquifer,OHSFN0507973,20110310,50.00,Milford,OH,39.177814,-84.293786
West County Road 112 Ground Water,TXN000606992,20110310,50.00,Midland,TX,31.964129,-102.094921
Washington County Lead District - Furnace Creek,MON000705842,20110310,50.00,Caledonia,MO,37.840531,-90.799556
Garfield Ground Water Contamination,NJN000206317,20110916,,Garfield,NJ,40.871858,-74.106431
New Cassel/Hicksville Ground Water Contamination,NY0001095363,20110916,50.00,New Cassel/Hicksville,NY,40.752446,-73.559781
Sauer Dump,MDD981038334,20120315,50.00,Dundalk,MD,39.270267,-76.45271
Alamo Contaminated Ground Water,TNN000410203,20110916,50.00,Alamo,TN,35.784153,-89.118022
US Finishing/Cone Mills,SCD003358744,20110916,50.00,Greenville,SC,34.883292,-82.426303
"CTS of Asheville, Inc.",NCD003149556,20120315,38.40,Asheville,NC,35.493075,-82.505953
Kerr-McGee Chemical Corp - Columbus,MSD990866329,20110916,52.47,Columbus,MS,33.509767,-88.409686
Red Panther Chemical Company,MSD000272385,20110916,39.43,Clarksdale,MS,34.187408,-90.561625
Sandoval Zinc Company,ILD053980454,20110916,30.00,Sandoval,IL,38.613061,-89.108251
Gary Development Landfill,IND077005916,20110916,30.00,Gary,IN,41.614061,-87.426447
Chevron Questa Mine,NMD002899094,20110916,50.00,Questa,NM,36.700294,-105.497706
New Idria Mercury Mine,CA0001900463,20110916,31.66,Idria,CA,36.418392,-120.672511
Blue Ledge Mine,CAN000906063,20110916,50.28,Rogue River - Siskiyou National Forest,CA,41.959961,-123.107442
North Ridge Estates,ORN001002476,20110916,,Klamath Falls,OR,42.2648,-121.7465
Jervis B. Webb Co.,CAD008339467,20120510,45.76,South Gate,CA,33.950325,-118.178017
Southern Avenue Industrial Area,CAN000905902,20120510,50.00,South Gate,CA,33.946178,-118.176922
Continental Cleaners,FLD982130098,20120315,50.00,Miami,FL,25.831842,-80.210178
Leeds Metal,MEN000103584,20120918,32.25,Leeds,ME,44.237083,-70.08025
Compass Plaza Well TCE,MON000706143,20120315,50.00,Rogersville,MO,37.109009,-93.083168
Eighteenmile Creek,NYN000206456,20120315,50.00,Lockport,NY,43.1813,-78.689544
Metro Container Corporation,PAD044545895,20120315,50.00,Trainer,PA,39.824981,-75.399047
Corozal Well,PRN000206452,20120315,50.00,Corozal,PR,18.295711,-66.286206
US Oil Recovery,TXN000607093,20120918,50.00,Pasadena,TX,29.718389,-95.221528
Bremerton Gasworks,WAN001002907,20120510,50.00,Bremerton,WA,47.578544,-122.642136
Southeastern Wood Preserving,MSD000828558,20120315,48.03,Canton,MS,32.618061,-90.018189
Orange Valley Regional Ground Water Contamination,NJD002148799,20120918,50.00,West Orange/Orange,NJ,40.779936,-74.225267
Fairfax St. Wood Treaters,FLD000623041,20120918,50.00,Jacksonville,FL,30.354092,-81.686394
Holcomb Creosote Co,NCD024900987,20120918,48.00,Yadkinville,NC,36.157875,-80.675236
Macon Naval Ordnance Plant,GAD003302676,20130524,48.97,Macon,GA,32.777658,-83.639675
Bautsch-Gray Mine,ILN000510407,20120918,48.97,Galena,IL,42.357422,-90.398569
West Troy Contaminated Aquifer,OHN000508132,20120918,50.00,Troy,OH,40.046408,-84.208928
Cedar Chemical Corporation,ARD990660649,20120918,,West Helena,AR,34.5206,-90.6517
EVR-Wood Treating/Evangeline Refining Company,LAN000605517,20120918,48.20,Jennings,LA,30.248056,-92.6175
Jackpile-Paguate Uranium Mine,NMN000607033,20131212,50.00,Laguna Pueblo,NM,35.133728,-107.347372
Circle Court Ground Water Plume,TXN000606965,20120918,50.00,Willow Park,TX,32.744778,-97.679763
Pike and Mulberry Streets PCE Plume,INN000508678,20130524,50.00,Martinsville,IN,39.428661,-86.431789
Former United Zinc & Associated Smelters,KSN000705026,20130524,50.00,Iola,KS,37.92228,-95.3859
Creese & Cook Tannery (Former),MAD001031574,20130524,60.57,Danvers,MA,42.553111,-70.926722
Walton & Lonsbury Inc.,MAD001197755,20130524,58.30,Attleboro,MA,41.957583,-71.297139
"Matlack, Inc.",NJD043584101,20130524,45.54,Woolwich Township,NJ,39.763106,-75.322169
Riverside Industrial Park,NJSFN0204232,20130524,50.00,Newark,NJ,40.765722,-74.159084
Clinch River Corporation,TND987768587,20130524,48.03,Harriman,TN,35.93195,-84.539381
700 South 1600 East PCE Plume,UTD981548985,20130524,50.00,Salt Lake City,UT,40.753938,-111.848022
Beck's Lake,IND980904379,20131212,50.00,South Bend,IN,41.676581,-86.297514
Garden City Ground Water Plume,INN000508642,20131212,50.00,Garden City,IN,39.186075,-85.930472
Keystone Corridor Ground Water Contamination,INN000510399,20131212,50.00,Indianapolis,IN,39.834722,-86.121667
Cristex Drum,NC0001606250,20131212,48.00,Oxford,NC,36.2972,-78.6067
Hemphill Road TCE,NC0002374445,20131212,50.00,Gastonia,NC,35.197933,-81.189852
Collins & Aikman Plant (Former),NHN000105928,20131212,50.00,Farmington,NH,43.372,-71.05875
Wilcox Oil Company,OK0001010917,20131212,50.00,Creek County,OK,35.840805,-96.380193
Makah Reservation Warmhouse Beach Dump,WAN001002857,20131212,50.00,Neah Bay,WA,48.388353,-124.656711
MacMillan Ring Free Oil,ARD008049207,20140512,50.00,Norphlet,AR,33.30836,-92.65688
Keddy Mill,MEN000106078,20140512,50.00,Windham,ME,43.734953,-70.424514
PCE Southeast Contamination ,NEN000706200,20140512,43.33,York,NE,40.859594,-97.580614
PCE/TCE Northeast Contamination,NEN000706105,20140512,50.00,York,NE,40.888636,-97.600361
Pierson's Creek,NJD002144517,20140922,47.99,Newark,NJ,40.7163,-74.1452
Unimatic Manufacturing Corporation,NJD002164796,20140512,50.00,Fairfield,NJ,40.878792,-74.269155
Wolff-Alport Chemical Company,NYC200400810,20140512,50.00,Ridgewood,NY,40.692672,-73.901997
"Walker Machine Products, Inc.",TNN000410124,20140512,50.00,Collierville,TN,35.041589,-89.653469
Colorado Smelter,CON000802700,20141211,50.00,Pueblo,CO,38.2491,-104.608
North Shore Drive,INSFN0507828,20140922,50.00,Elkhart,IN,41.684722,-86.055
Delta Shipyard,LAD058475419,20140922,48.05,Houma,LA,29.565818,-90.705141
Baghurst Drive,PAN000306939,20140922,50.00,Harleysville,PA,40.299483,-75.455133
"Jard Company, Inc.",VTD048141741,20140922,58.31,Bennington,VT,42.888861,-73.189111
Kokomo Contaminated Ground Water Plume,INN000510479,20150326,50.00,Kokomo,IN,40.479444,-86.114128
DSC McLouth Steel Gibraltar Plant,MIN000510362,20150326,50.00,Gibraltar,MI,42.103075,-83.200292
BJAT LLC,MAN000106144,20150930,41.91,Franklin,MA,42.074417,-71.410806
Estech General Chemical Company,ILD099213498,20150930,30.00,Calumet City,IL,41.628303,-87.526905
Colonial Creosote,LAN000607134,20150930,50.00,Bogalusa,LA,30.768056,-89.863889
Main Street Ground Water Plume,TXN000607441,20150930,50.00,Burnet,TX,30.737148,-98.22544
Grain Handling Facility at Freeman,WAN001003081,20150930,50.00,Freeman,WA,47.519528,-117.194297
Former Kil-Tone Company,NJN000200874,20160407,65.29,Vineland,NJ,39.47841,-75.025489
Old American Zinc Plant,IL0000034355,20160407,30.00,Fairmont City,IL,38.648,-90.099
Lea and West Second Street,NMN000607057,20160407,50.00,Roswell,NM,33.394079,-104.529951
PCE Former Dry Cleaner,IAD039954300,20160407,50.00,Atlantic,IA,41.403717,-94.995764
Iowa-Nebraska Light & Power Co,NED986373678,20160407,40.80,Norfolk,NE,42.0323,-97.417028
